status,Historical,Sports,Romance,Supernatural,Scifi,Comedy,Yuri,Yaoi,SliceofLife,Harem,Josei,Fantasy,Horror,Smut,Shoujo,Lolicon,ShoujoAi,Ecchi,Tragedy,Adult,Mystery,ShounenAi,Shotacon,genres,Drama,Mature,MartialArts,Action,Seinen,GenderBender,Adventure,title,Shounen,Psychological,Mecha,synopsis,num_vol,baka_url,SchoolLife,Hentai,Doujinshi
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Seinen, Supernatural",0,1,0,0,1,0,0,Hyoui Don!,0,0,0,N/A ,2,http://www.mangaupdates.com/series.html?id=72483,1,0,0
Complete,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Drama, Harem, SchoolLife, Shounen",1,0,0,0,0,0,0,Ichiba Kurogane wa Kasegitai,1,0,0,"Ichiba Kurogane is the son of a rich business family, but he wants to earn money by his own power. For this, he goes to Gakuenzono Academy, where students are scored only by how much money they can earn! Within the school, all transactions are made with school-yen, and anything else is forbidden. Kurogane can tell by sight which people are going to be big earners, and he ends up latching onto a young cook, Naruko Hana. Hana has her own Japanese cuisine cooking club, with a rundown, unpopular, soon-to-be-closed restaurant. With his help to gain customers, she may be able to realize the true earning potential of her cooking skill! Unfortunately, Kurogane brought his wallet with him to school, and its contents involved a rule infraction that ended up saddling him with a 1 billion school-yen fine! The merciless student council president, Asamatsuri Hagane, demands that he pay a hefty installment on the fine each month or face expulsion. Will Kurogane be able to overcome this setback and reach his own earning potential? ",13,http://www.mangaupdates.com/series.html?id=75313,1,0,0
Ongoing,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Fantasy, Harem, Romance, Seinen",0,0,0,0,1,0,0,Hyakuren no Haou to Seiyaku no Ikusa Otome,0,0,0,"A modern middle school student called Suou Yuuto, ends up in another world called “Yggdrasil”, right in the middle of war. In a world ruled by the survival of the fittest, in which the many clans fight for the hegemony, Yuuto rose up as the “Wolf”clan patriarch with only 16 years old, leading thousands of soldiers using his modern world knowledge as a weapon. ",3,http://www.mangaupdates.com/series.html?id=119693,0,0,0
Complete,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Harem, Seinen, Supernatural",0,0,0,1,1,0,0,Hyakka Ryouran - Samurai Girls,0,0,0,"The story takes place in Japan in the early 21st century, in an alternate reality where the Tokugawa Shogunate has remained in power. In this reality, student councils are tasked with oppressing schools. Yagyuu Muneakira is a high school student who rebels against his student council with the help of girls who've had the names of famous samurai heroes passed on to them. ",2,http://www.mangaupdates.com/series.html?id=60483,0,0,0
Complete,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Harem, Mature, Seinen, Supernatural",0,1,0,1,1,0,0,Hyakka Ryouran - Samurai Blade,0,0,0,N/A ,2,http://www.mangaupdates.com/series.html?id=94751,0,0,0
Complete,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Harem, Shounen, Supernatural",0,0,0,1,0,0,0,Hyakka Ryouran,1,0,0,N/A ,2,http://www.mangaupdates.com/series.html?id=61910,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Shounen",0,1,0,0,0,0,0,Houkago Lucky Girl,1,0,0,N/A ,3,http://www.mangaupdates.com/series.html?id=112695,1,0,0
Ongoing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Harem, Hentai",1,0,0,0,0,0,0,Hundred Game,0,0,0,N/A ,3,http://www.mangaupdates.com/series.html?id=114586,0,1,0
Complete,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Drama, Ecchi, Harem, Mecha, Romance, SchoolLife, Scifi, Shounen",1,0,0,1,0,0,0,Hundred,1,0,1,"Hundred - that is the only weapon that can oppose the mysterious life form Savaga visiting the earth. The protagonist, Kirasagi Hayato, aims to become a Martial Arts Master using this Hundred. He managed to get into the battleship university Little Garden. ""I wanted to see you, Hayato!"" ""How do you know my name?"" Around the roommate, Emil Crossford, who somehow knows him well, Hayato gets an uneasy feeling.  What’s more, just after the entrance ceremony, he gets asked for a duel by the campus’ strongest martial arts master Queen Claire Harvey. ",2,http://www.mangaupdates.com/series.html?id=105258,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Hustle! Danchiduma,0,0,0,A homeless laid-off salaryman is given refuge by bored immoral housewives at an apartment complex - cue lots and lots of casual sex with a harem of milfs who shuffle the gigolo twixt themselves. ,2,http://www.mangaupdates.com/series.html?id=104254,0,1,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Houkago Drop,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=37996,0,1,0
Complete,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, Shoujo, SliceofLife",0,0,0,0,0,0,0,Hotel la Vie en Rose,0,0,0,"From : Tachibana Kaori accidentally spends a night at the luxurious—and expensive—Hotel La Vie en Rose. Without enough money to pay the accommodation fee, receptionist of the hotel Kyuno tells her that she has no choice but to work off her debt. Kyuno is a sadistic penny-pinching mystery and no one of the hotel seems to know of his past. Still, as bossy as he is, Kaori finds herself opening up to him about her own traumatic history… and perhaps, Kyuno might have a gentle side after all. ",1,http://www.mangaupdates.com/series.html?id=84034,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Comedy, Drama, GenderBender, Harem, Romance, SchoolLife, Shoujo",1,0,0,0,0,1,0,Houou Gakuen Misoragumi,0,0,0,"From : Kei is a girl who's only interested in other girls! However, tricked by her mother, she enrolled in an all boys school, thinking that she'd be able to make her high school debut at a co-ed school. To normal girls, being surrounded with hot guys at an all boys school might be heaven, but to Kei, this is hell! What is Kei to do at this place without any other girls, where she has to try her best to keep her real identity a secret?! ",4,http://www.mangaupdates.com/series.html?id=23005,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Houjuu Onshitsu,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=102569,0,1,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Hotel de Dakishimete,0,0,0,"From : This series is centered around a well-endowed hotel worker and the encounters he has with various guests and employees. Each story could probably be taken separately, so it's not exactly a serial, where each chapter builds on the previous. Because of this variety, there are various types of stories and sex, generally consensual, and involving all kinds of fetishes. In the series: V.1 - Funsen Onnazakarihen V.2 - Monzetsu Celebhen V.3 - Mankai Otomehen V.4 - Yawahada Mankitsuhen V.5 - Momoiro Toikihen V.6 - Iyarashi Bijohen V.7 - Uruwashi Shukujohen V.8 - Kaikan Celeb-Hen V.9 - Chouzetsu Gohoushihen V.10 - Gokujou Kanketsuhen ",10,http://www.mangaupdates.com/series.html?id=12007,0,1,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife",0,0,0,0,0,0,0,Hoshi no Ouji-sama,0,0,0,Collection of short stories: 1-6. (Prince of the Stars) 7. 8. 9.  ,1,http://www.mangaupdates.com/series.html?id=36417,1,1,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"Comedy, Drama, Harem, Mature, Romance, SchoolLife, Shoujo, Smut",1,1,0,0,0,0,0,Hoshiiro no Okurimono,0,0,0,"• ( ) I have always believed that this meeting was fate. I thought that your smile, everyone’s laughter, and the happy times were going to continue. We wish upon a shooting star, hoping that we would be together always. Thinking that the wish would come true… • ( ) Nishina has always been in love with Haijima Kaname since the day she saw him cry. One day, she follows him to Antique Wish. What's gonna happen next? Will her wish be granted? • ( ) Chiharu's sleeping face was so beautiful that Minori kissed him. But because of that, Minoru teaches Chiharu a lesson in…?! ",1,http://www.mangaupdates.com/series.html?id=23361,1,0,0
Ongoing,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"Adult, Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Seinen, SliceofLife",0,1,0,0,1,0,0,Hoozuki-san Chi no Aneki + Imouto,0,0,0,"The 4-koma comedy is back, and this time around Gorou's crush on his sadistic, older stepsister Haru has reached the stage where openly sexual innuendos have become part of their everyday life. The pair's ""peaceful"" days would have continued if only it weren't for Haru's cousin Aoi-chan and her younger sister-like existence. ",7,http://www.mangaupdates.com/series.html?id=110012,1,0,0
Complete,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Shounen",0,0,0,0,0,0,0,Honey Moon (SHINONOME Mizuo),1,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=56209,0,0,0
Ongoing,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"Adult, Comedy, Harem, Lolicon, Romance, SchoolLife, Seinen",0,0,0,0,1,0,0,Hoshihime Mura no Naisho Hanashi,0,0,0,N/A ,5,http://www.mangaupdates.com/series.html?id=117995,1,0,0
Discontinued,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Drama, Harem, Romance, Shoujo, SliceofLife",1,0,0,0,0,0,0,Honey Hunt,0,0,0,"From Viz: Life's not easy when you're living in the shadow of your famous parents. Can shy Yura, the daughter of an award-winning composer and a world-renowned actress, find the courage to step out on her own now that her super-celebrity parents are getting divorced? ",6,http://www.mangaupdates.com/series.html?id=6164,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"Comedy, Drama, Harem, Romance, SchoolLife, Shoujo, Smut",1,0,0,0,0,0,0,Hot Gimmick,0,0,0,"From VIZ: In company-owned rabbit-hutch apartments live tenants who can't afford to live anywhere else, and the apartment complex in which high-school girl Hatsumi Narita lives is ruled over by the rumor mongering, self-righteous Mrs. Tachibana. Get on Tachibana's bad side, and life becomes hell. When Hatsumi has to buy a pregnancy test because her popular sister Akane's period is late, Mrs. Tachibana's son, Ryoki, who used to bully Hatsumi as a kid, promises not to tell the world about Hatsumi's secret, only if she becomes his slave. Suddenly, Azusa Hatsumi's protector in their youth, reappears to save her again! He's moving back into the neighborhood! Despite the budding romance between Hatsumi and Azusa, Ryoki has control over her through the secret that could ruin the lives of everyone in Hatsumi's family, and he hasn't forgotten who his slave is. ",12,http://www.mangaupdates.com/series.html?id=37,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Adventure, Comedy, Fantasy, Harem, Romance, Seinen",0,0,0,0,1,0,1,Kono Subarashii Sekai ni Nichijou wo!,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=140313,0,0,0
Ongoing,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"Adult, Drama, Harem, Horror, Mature, Mystery, Shounen, Supernatural",1,1,0,0,0,0,0,Kono Shima ni wa Midara de Jaaku na Mono ga Sumu,1,0,0,"Taro Kajiura and his friends from a research group at Tonan University embarked on a trip to Ikishima Island in order to pursue the origins about Princess Kannon. At the same time, the villagers of Ikishima were holding an annual festival in which outsiders were forbidden to participate in for over 400 years. The consequences for breaking that tradition were much more severe that any of them had imagined... ",7,http://www.mangaupdates.com/series.html?id=109772,0,0,0
Ongoing,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Ecchi, Harem, Mature, Romance, SchoolLife, Seinen",0,1,0,0,1,0,0,"Kono Naka ni Hitori, Imouto ga Iru! - Bath Time",0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=77412,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Seinen",0,0,0,0,1,0,0,Kono Onee-san wa Fiction Desu!?,0,0,0,"Late one night when Jun was out on his bike, he came across a drunk, half-naked girl sprawled on the side of the road. She came to be uncomfortably affectionate, but Jun took her to his home to sleep it off with gentlemanly discretion. It turns out that she is Kawase Narumi, his author mother's new assistant. Unfortunately, she has no idea what she's doing in her new job, so Jun's going to have to coach her. He's also going to have to deal with her habit of getting drunk, mostly naked, and cuddly. Jun's life will never be the same! ",8,http://www.mangaupdates.com/series.html?id=56800,1,0,0
Complete,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Harem, Romance, SchoolLife, Shoujo, SliceofLife",0,0,0,0,0,0,0,Kono Ie de Kimi to,0,0,0,"From : Tachibana Itsuka has always planned to live on her own once she became a high school student. On the day she's supposed to move into an apartment building, she finds it burnt and unfit for living. She's forced to live in the house of the landlady's son, along with two other women, and starting day one, none of them get along at all. Includes oneshot;  ",3,http://www.mangaupdates.com/series.html?id=3265,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Seinen",0,0,0,0,1,0,0,"Kono Naka ni Hitori, Imouto ga Iru!",0,0,0,"The story centers around Mikadono Shougo, the son of an industrial magnate named Mikadono Kumagorou who passed away. As a final wish, Kumagorou gave Shougo a condition before Shougo can inherit the family legacy — find a female mate at school. Shougo transfers into a school to fulfill that condition. However, he learns that he has a younger sister who was separated at birth. He does not know what his long-lost sister looks like, but she happens to be one of the students at his new school. ",5,http://www.mangaupdates.com/series.html?id=65897,1,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Harem, Psychological, Romance, SchoolLife",1,0,0,0,0,0,0,Kono Aozora ni Yakusoku wo - Melody of the Sun and Sea,0,1,0,"One morning, Wataru Hoshino found a sleeping girl – in nothing but her underwear – in his room. When she woke up, she quickly escaped by jumping out of the window, but not without punching Wataru in the face first. This girl, Rinna Sawaki, ends up being a transfer student of Wataru’s school, as well as the new roommate of Wataru’s dormitory. He lives with four other girls and their school teacher, but due to Temizugawa Heavy Industry’s cancellation of their aviation branch – South Sakojima Island’s major company – the families involved with the corporation have to be evacuated in one year. As a result of this, the four girls have to leave the island in one year’s time. Knowing this, Rinna refuses to become friends with Wataru and the other girls, because of the pain that she might experience as a result of their eventual separation. However, Wataru disagrees with her, and over the course of the year, tries to convince her otherwise. ",1,http://www.mangaupdates.com/series.html?id=13259,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Drama, Harem, Romance, Seinen, Supernatural",1,0,0,0,1,0,0,"Kono S o, Mi yo! - Cupid no Itazura",0,0,0,"22-year-old Rin has two major problems: a complex about the tattoo-like birthmark on his butt and a crush on an older woman who thinks of him as her little brother. Rin hasn't allowed any woman to see his naked bottom since an incident when he was seven, which firmly entrenched his shame about his birthmark. When he finds his birthmark may grant him mystical powers over the opposite sex, will he finally be able to use his butt to his advantage? ",15,http://www.mangaupdates.com/series.html?id=47705,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Fantasy, Harem, Mature, Romance, Seinen",0,1,0,0,1,0,0,Konna Elf ni You wa Nai!,0,0,0,"In the world of Eluveitie, elves and dark elves have been warring since ancient times.  The one thing that could tip the balance for either side is a half-elf child born from the nameless Earthling main character's seed.  This is a tale of the drama and tragedy of the battle for one generic harem lead's baby batter. ",1,http://www.mangaupdates.com/series.html?id=86170,0,0,0
Ongoing,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Ecchi, Harem, Romance, Seinen, SliceofLife, Supernatural",0,0,0,0,1,0,0,Koneko Pancake,0,0,0,"Kamisu Iori is at that age when he really wants a girl, but he's about to get more than he bargained for. Iori is taking a nap in the forest when a cute girl with cat ears and tail falls on him from the trees. She scurries away and he chases her through a mysterious door somewhere in the forest. Iori wakes up in a café where he learns that kittens actually take the form of a human with cat ears and tail just like Keena, the cute girl he was chasing. But when he accidentally breaks the door that he came through, Iori has to work at the café surrounded by “kittens” until it gets fixed and he can go home. ",1,http://www.mangaupdates.com/series.html?id=67913,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife",0,0,0,0,0,0,0,Kongou Cheer Bu!,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=70771,1,1,0
Ongoing,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action, Adventure, Comedy, Fantasy, Harem, Shounen",0,0,0,1,0,0,1,Konjiki no Moji Tsukai - Yuusha Yonin ni Makikomareta Unique Cheat,1,0,0,"There has been much conflict between the races of the 'Humas', the 'Gabranth', and the 'Evila'. To combat the 'Evila' race's Demon King, the kingdom summons five high school students from 21st century Japan who have the power of Heroes. However, only four out of five of those students had the status title of 'Hero'. Okamura Hiiro was summoned by accident since he sat near the other four students in class. Unlike them, he did not have the title of a 'Hero' but instead he had the title of 'Word Master' and 'Innocent Bystander'. Seeing through the 'Humas' kingdom's deceit and insanity, Hiiro decides that he has no wish to partake in their selfish war. Leaving the castle, Hiiro decides to join the Adventurer's Guild and does whatever he feels like. Who knows? Maybe there is some merit to being a 'Word Master' and an 'Innocent Bystander'. ",6,http://www.mangaupdates.com/series.html?id=116497,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Kokuritsu Hitozuma Gakuen,0,0,0,1-4. Kokuritsu Hitozuma Gakuen (National Wives Academy) 5. Nama Hame Tsuushin (Live Sex Broadcast) 6-7. Otouto wa Mousou Risou Kareshi (Her Little Brother Is Her Imaginary/Ideal Boyfriend) ,1,http://www.mangaupdates.com/series.html?id=105855,0,1,0
Complete,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Adult, Fantasy, Harem, Hentai, Yuri",0,0,0,0,0,0,0,Koneko Aiiku Diary,0,0,0,In the series: V.1 - V.2 -  ,2,http://www.mangaupdates.com/series.html?id=68296,0,1,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, Shoujo, Supernatural",0,0,0,0,0,0,0,Koisuru Uchuu,0,0,0,"Nohara, a girl of age 15 from an orphanage, is hired by a family of five good-looking brothers. But something was very weird about these Yamashita brothers. Actually, the Yamashitas are aliens! ",9,http://www.mangaupdates.com/series.html?id=34147,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Romance",0,0,0,0,0,0,0,Kokuhaku Lovers,0,0,0,"1-4. Kanojo wa Kazoku de Koibito de (She's My Family and My Lover) Takashi and Suzuka are childhood friends. Takashi is the typical male main character who is easy going and kind of plain, Suzuka is the popular school idol who everyone loves. Due to family circumstances Takashi and Suzuka even live in the same house, furthering fueling the feeling of envy that others have against him. Suzuka is very open when it comes to pursing Takashi's favors, clinging to him all the time, doing many household favors for him and always forcing him into messy situations, always forcing him Takashi to pic her as his lover... Even though he ""almost"" succumbs to temptation every time Takashi isn't sure about what to think about Suzuka, after all since they have been too close together all the time he can't figure if his feelings for her are simply family love. 5. Kazoku wa Ore no Harem de 6. Himitsu Renai Soudan (Secret Love Consultation) Yuu-kun and Yuki-neechan were childhood friends. But Yuki had to move away. In desperation Yu-kun gives her a ring and begs her to marry him. Yuki swears never to forget their promise... Now Yuu is in high-school--and Yuki is the school nurse! It seems all she does is tease-tease-tease poor Yuu-kun. Now another girl is confessing to Yuu-kun. Has the promise been forgotten? 7. Ko-fun Shoujo! A girl visits her older male friend's home to help with his usual house chores and also to secretly grab some of her masturbation material (guy's used underwear it is), yet all secrets someday come out, so how should she explain her behaviour? Finally with a confession of cause! 8. Hentai Kare x Kanojo ",1,http://www.mangaupdates.com/series.html?id=103438,0,1,0
Complete,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Harem, Romance, Shounen, Sports",0,0,0,1,0,0,0,Koko ga Uwasa no El Palacio,1,0,0,An almost road accident victim loses his memory after being pushed to a street power line pole to save his life. Not knowing his identity he is compelled to stay at his savior's residence a gym and boarding house for female wrestlers until he remembers. During his stay he becomes his savior's manservant and the gym's referee trainee. ,7,http://www.mangaupdates.com/series.html?id=43603,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"GenderBender, Harem, Shounen",0,0,0,0,0,1,0,Koisuru Otome to Shugo no Tate - The Shield of Aigis,1,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=37114,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Harem, Romance, Shoujo",0,0,0,0,0,0,0,Koiiro Ryokan,0,0,0,"FROM Marimo Cafè & UTBCT: His parents run away in the night, and so Tsugumi finds himself having to do the parasite in the Ryokan, a traditional hotel, where there is also I-chan, a close friend when she was little. In Ryokan, though, there are 3 brothers who shine out beauty. Who among them will be I-chan? Two of them will make fun of her, but Tsugumi be able to understand who ...!? ",1,http://www.mangaupdates.com/series.html?id=86572,0,0,0
Ongoing,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Adventure, Ecchi, Fantasy, Harem, Historical, Seinen",0,0,0,0,1,0,1,Koihime Musou,0,0,0,"From Anime News Network: After losing a family to bandits during a night raid, Kanu swears she will not let others share the pain she experienced that night. She quickly becomes a well-known and feared by villains bandit hunter. During her journey she comes across others, who wish to join her in her cause. One of them is a girl named Rin Rin, who had similar experience with bandits in the past. ",2,http://www.mangaupdates.com/series.html?id=26073,0,0,0
Complete,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"Comedy, Harem, Shoujo, ShounenAi",0,0,0,0,0,0,0,Koibito wa No.1 Host,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=30794,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Mature, Romance, Seinen",0,1,0,0,1,0,0,Koimoku,0,0,0,"Inamine-kun, an aspiring young manga artist, is a total failure at whatever he does, but some of his work has caught the eyes of a busty, beautiful, mysterious editor from a B-rated magazine. Will he turn his fortunes around through her? Will a relationship start, between the boss and the subordinate? Read Koimoku and find out! ",5,http://www.mangaupdates.com/series.html?id=62779,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Romance, Seinen",0,0,0,0,1,0,0,Koibito Ijou Yome Miman,0,0,0,N/A ,4,http://www.mangaupdates.com/series.html?id=88462,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Koibana Shinsatsushitsu,0,0,0,N/A ,2,http://www.mangaupdates.com/series.html?id=63357,0,1,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Seinen",0,0,0,0,1,0,0,Koi to Senkyo to Chocolate,0,0,0,"Koi to Senkyo to Chocolate follows the protagonist Yuuki Oojima, who attends Private Takafuji Academy, a large school with over 6,000 students. Yuuki is a member of the food research club, along with seven others, including his childhood friend Chisato Sumiyoshi. The members leisurely spend their time in the club not doing much activities. When the election of the next student council president comes up, the front runner Satsuki Shinonome proposes that clubs that have no merit should be sorted out and abolished. The food research club seeks advice from the current student council president Yakumo Mori, who suggests Yuuki run in the election as an opposing candidate. Yuuki learns about the issues facing the school and decides to run in the election.  ",6,http://www.mangaupdates.com/series.html?id=61908,1,0,0
Complete,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, SchoolLife, Smut, Yaoi",0,0,0,0,0,0,0,Koi wa Itsumo Arashi no You ni,0,0,0,"From 801 Media: Mizuki gets molested on a train bound for school, and the perpetrator is none other than the school president, Azuma! Mizuki gets called to the student council room, where Azuma confesses his love for him. So begins the tale of this wacky school story. Poor Mizuki has the worst luck. Gifted with beauty that rivals most females, he finds himself defending his honor in more ways than one. When he gets molested on board a train for school one day, he starts to think things can't get any worse. That is until he is called into the student council office by the president, Azuma. Turns out the perpetrator of that morning's foray is none other than the student council president himself! Azuma is not one for one night stands and begins his campaign to make Mizuki his own. ",5,http://www.mangaupdates.com/series.html?id=2605,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Drama, Harem, Romance, SchoolLife, Seinen",1,0,0,0,1,0,0,Koi wa  Miracle!,0,0,0,N/A ,6,http://www.mangaupdates.com/series.html?id=8741,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife",0,0,0,0,0,0,0,Koi to Kokoro to H no Kankei,0,0,0,"Six classmates and close friends are at that age when they begin to notice the sexual tension building up. The three girls Chieri, Kyoko and Yuyumi begin pairing up with the three guys, Daisuke, Mitsuya and Takai. They have their first experience with each other and begin a relationship. But it being their first time and all, it doesn?t go exactly as planned for each couple. ",1,http://www.mangaupdates.com/series.html?id=69714,1,1,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Harem, Romance, Seinen",0,0,0,0,1,0,0,Koibana Onsen,0,0,0,"Despite having been dumped by his girlfriend, Akiyama doesn't want to cancel their reservations to a famous onsen resort popular with couples. Deciding to go alone, he finds 3 sisters taking care of the inn. Later on, the sisters call his ex-girlfriend to come and patch things up with him.... However, will he still want to make up? (Extra chapter in volume 3 remains untranslated). ",9,http://www.mangaupdates.com/series.html?id=9974,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Comedy, Fantasy, Harem, Romance, Shoujo",0,0,0,0,0,0,0,Koi to Arashi to Hanadokei - Heart no Kuni no Alice - Wonderful Twin World,0,0,0,N/A ,1,http://www.mangaupdates.com/series.html?id=112728,0,0,0
