status,Historical,Sports,Romance,Supernatural,Scifi,Comedy,Yuri,Yaoi,SliceofLife,Harem,Josei,Fantasy,Horror,Smut,num_chap,Shoujo,Lolicon,ShoujoAi,Ecchi,Tragedy,Adult,Mystery,ShounenAi,Shotacon,genres,Drama,Mature,MartialArts,Action,Seinen,GenderBender,Adventure,title,Shounen,Psychological,Mecha,synopsis,num_vol,baka_url,SchoolLife,Hentai,Doujinshi
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Hitodzuma Hishoshitsu,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=124958,0,1,0
Ongoing,0,0,1,0,0,1,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,"Adventure, Comedy, Drama, Fantasy, Harem, Mature, Romance, Seinen",1,1,0,0,1,0,1,Hisshou Dungeon Unei Houhou,0,0,0,Manga,0,http://www.mangaupdates.com/series.html?id=145706,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Hishoka Drop,0,0,0,Manga,3,http://www.mangaupdates.com/series.html?id=18085,0,1,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Hirugao,0,0,0,Manga,5,http://www.mangaupdates.com/series.html?id=59765,0,1,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,1,0,0,0,1,0,0,0,"Adult, Comedy, Harem, Lolicon, Romance, Seinen, Supernatural",0,0,0,0,1,0,0,Hinata ni Rin to Saku Himawarisou,0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=82993,0,0,0
Ongoing,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, SchoolLife, Shounen",0,0,0,0,0,0,0,Hiota no Kanojo ga Ore no Motteru Eroge ni Kyoomi Shinshin Nan Daga......,1,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=139684,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Himitsu no Yuukan Madame,0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=82133,0,1,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Comedy, GenderBender, Harem, Romance, Shoujo",0,0,0,0,0,1,0,Himitsu no Ouji-sama,0,0,0,Manga,4,http://www.mangaupdates.com/series.html?id=113355,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Himitsudere,0,0,0,"2. Bibi-dere (Love Bibi - Please Look at Me, My Master!!)",1,http://www.mangaupdates.com/series.html?id=144101,0,1,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Shounen",0,1,0,0,0,0,0,Himichu no Ayako-sama,1,0,0,Manga,3,http://www.mangaupdates.com/series.html?id=44335,1,0,0
Complete,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Supernatural",0,0,0,0,0,0,0,Himeyura,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=28249,0,1,0
Ongoing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,"Action, Adult, Drama, Fantasy, Harem, Mature, Seinen",1,1,0,1,1,0,0,Himekishi ga Classmate!,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=121222,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Himeka-sensei no Iutoori!,0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=68301,0,1,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Harem, Romance, Seinen",0,0,0,0,1,0,0,Himegoto (HOTTA Raion),0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=43659,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Harem, Romance, Seinen",0,0,0,0,1,0,0,Himegoto Union,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=118985,0,0,0
Complete,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Historical, Romance",0,0,0,0,0,0,0,Hime Monogatari,0,0,0,02. Daimyō no Komachi Angel (2),1,http://www.mangaupdates.com/series.html?id=81935,0,1,0
Unknown,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, Seinen",0,0,0,0,1,0,0,Himawari to Hitsujitachi!,0,0,0,Manga,0,http://www.mangaupdates.com/series.html?id=52694,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Action, Adventure, Fantasy, Harem, Romance, Shoujo",0,0,0,1,0,0,1,Himegimi to Sanbiki no Kemono,0,0,0,:,4,http://www.mangaupdates.com/series.html?id=45652,0,0,0
Complete,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Seinen, Sports",0,1,0,0,1,0,0,Hime-Wrestring,0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=24350,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, SchoolLife, Shoujo, Supernatural",0,0,0,0,0,0,0,Hiiro Ouji,0,0,0,Manga,3,http://www.mangaupdates.com/series.html?id=44460,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Action, Fantasy, Harem, Shoujo",0,0,0,1,0,0,0,Hiiro no Kakera - Ano Sora no Shita de,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=77003,0,0,0
Complete,0,0,1,1,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Action, Fantasy, Harem, Romance, Shoujo, Supernatural",0,0,0,1,0,0,0,Hiiro no Kakera - Mezame no Kiza,0,0,0,:,1,http://www.mangaupdates.com/series.html?id=13713,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,High-School DxD - Asia & Koneko Himitsu no Keiyaku!?,1,0,0,:,1,http://www.mangaupdates.com/series.html?id=70057,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,High-School DxD - Akuma no Oshigoto,1,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=95992,1,0,0
Ongoing,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Shounen, Supernatural",0,1,0,1,0,0,0,High-School DxD,1,0,0,:,10,http://www.mangaupdates.com/series.html?id=63270,1,0,0
Ongoing,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Action, Comedy, Drama, Ecchi, Harem, Romance, SchoolLife, Seinen, Supernatural",1,0,0,1,1,0,0,Hidan no Aria,0,0,0,Manga,16,http://www.mangaupdates.com/series.html?id=47340,1,0,0
Incomplete,0,0,1,0,0,0,0,0,0,1,0,0,1,0,,0,0,0,1,0,0,0,0,0,"Action, Drama, Ecchi, Harem, Horror, Mature, Romance, Shounen",1,1,0,1,0,0,0,Highschool of the Dead,1,0,0,:,7,http://www.mangaupdates.com/series.html?id=4989,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Seinen",0,0,0,0,1,0,0,Hibi Kore Yoshiharu,0,0,0,Manga,4,http://www.mangaupdates.com/series.html?id=69865,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, SchoolLife, Shoujo",0,0,0,0,0,0,0,Heartful Kareshi,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=80180,1,0,0
Unknown,0,0,1,1,0,1,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, Shounen, Supernatural",0,0,0,1,0,0,0,Heaven,1,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=9718,0,0,0
Complete,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Harem, Historical, Shoujo",0,0,0,0,0,0,0,Heian Toshi Densetsu,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=54821,0,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Fantasy, Harem, Romance, Shoujo",0,0,0,0,0,0,0,Heart no Kuni no Alice - Tokei Usagi to Gogo no Koucha o,0,0,0,"Even though the Outsider Alice Liddell chose Amusement Park as her residence, the White Rabbit's devotion towards her stayed just the same. But despite all Peter's claims, Alice cannot bring herself to believe that there is anything substantial in his love. With the royal ball round the corner and certain people meddling in their relationship for fun, the duo might be faced with unexpected revelations about their feelings that they didn't realize themselves...",2,http://www.mangaupdates.com/series.html?id=112668,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Comedy, Fantasy, Harem, Romance, Shoujo",0,0,0,0,0,0,0,Heart no Kuni no Alice - Rosery,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=139948,0,0,0
Complete,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Comedy, Harem, SchoolLife, Seinen",0,0,0,0,1,0,0,Hentai Ouji to Warawanai Neko. Nya!,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=87302,1,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,"Fantasy, Harem, Romance, Shoujo",0,0,0,0,0,0,0,Heart no Kuni no Alice - Koisuru Ibara no Meikyuu,0,0,0,:,1,http://www.mangaupdates.com/series.html?id=71783,0,0,0
Complete,0,0,1,0,1,0,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Adventure, Ecchi, Fantasy, Harem, Romance, Scifi, Shounen",0,0,0,0,0,0,1,Hatsuru Koto Naki Mirai Yori - Giniro no Tsubasa,1,0,0,"As a stranger in an even stranger land with no directions to guide him, Ichirou, driven by a promise once made, nonetheless resolved himself to find his way back home to Japan, even if all that awaited him was certain death.",2,http://www.mangaupdates.com/series.html?id=129563,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Drama, Harem, Romance, SchoolLife, Seinen",1,0,0,0,1,0,0,Hayaku Okite yo!,0,0,0,Manga,6,http://www.mangaupdates.com/series.html?id=64719,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Hatsukoi Motion,0,0,0,2. Sorry Girl,1,http://www.mangaupdates.com/series.html?id=83619,0,1,0
Ongoing,0,0,1,1,0,1,0,0,1,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, GenderBender, Harem, Romance, SchoolLife, Shounen, SliceofLife, Supernatural",0,0,0,0,0,1,0,Hatsukoi Zombie,1,0,0,What has happened to Tarou? Who is this mysterious girl? Find out in this one of a kind romantic comedy series!,10,http://www.mangaupdates.com/series.html?id=127150,1,0,0
Complete,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Drama, Ecchi, Harem, Romance, Shounen, SliceofLife",1,0,0,0,0,0,0,Hatsukoi Fuumi,1,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=69049,0,0,0
Complete,0,0,1,0,0,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, SchoolLife, Shounen, SliceofLife",0,0,0,0,0,0,0,Hayate no Gotoku!,1,0,0,Manga,52,http://www.mangaupdates.com/series.html?id=778,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife",0,0,0,0,0,0,0,Hatsu Inu,0,0,0,(Red Riding Hood who Loved the Wolf),3,http://www.mangaupdates.com/series.html?id=24593,1,1,0
Complete,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Supernatural",0,0,0,0,0,0,0,Hatsujou Kanojo Kinpatsu Kanojo,0,0,0,1-4.,1,http://www.mangaupdates.com/series.html?id=110660,0,1,0
Complete,1,0,1,1,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Action, Adventure, Drama, Harem, Historical, Romance, Shoujo, Supernatural",1,0,0,1,0,0,1,Hakuouki: Sekkaroku,0,0,0,:,1,http://www.mangaupdates.com/series.html?id=69498,0,0,0
Complete,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Action, Harem, Historical, Romance, Shoujo",0,0,0,1,0,0,0,Hakuouki,0,0,0,This is the version running in Sylph and not B's-LOG.,4,http://www.mangaupdates.com/series.html?id=48783,0,0,0
Ongoing,1,0,1,1,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Action, Adventure, Drama, Harem, Historical, Romance, Shoujo, Supernatural",1,0,0,1,0,0,1,Hakuouki: Reimeiroku,0,0,0,Manga,3,http://www.mangaupdates.com/series.html?id=75171,0,0,0
Complete,1,0,1,1,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Action, Drama, Harem, Historical, Romance, Shoujo, Supernatural",1,0,0,1,0,0,0,Hakuouki - Junrenka,0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=46397,0,0,0
Complete,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Action, Drama, Harem, Historical, Romance, Shoujo",1,0,0,1,0,0,0,Hakuouki (HIRAKU Naki),0,0,0,Manga,4,http://www.mangaupdates.com/series.html?id=58237,0,0,0
Complete,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, Supernatural",0,0,0,0,0,0,0,Hameai Game,0,0,0,A new card game has appeared with a unbeatable final character. A boy decides that he will be the one to defeat this character. What will occur when a fantasy card games take on a life of its own?,1,http://www.mangaupdates.com/series.html?id=112066,0,1,0
Ongoing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Adventure, Ecchi, Fantasy, Harem, Shounen",0,0,0,0,0,0,1,Hakoniwa Oukoku no Souzoushu-sama,1,0,0,Manga,3,http://www.mangaupdates.com/series.html?id=130595,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Hakonde Nyanko!,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=25559,0,1,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Haken Shain wa Onedarisuru,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=68224,0,1,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",0,0,0,0,0,0,0,Hakoiri Devil Princess,1,0,0,"At least that's what Keita thought, but inside the box he finds a girl. And this girl is no genie--Maki's a devil princess, and she's come to take Keita's soul! But she can only take his soul after he makes his third wish.",6,http://www.mangaupdates.com/series.html?id=5463,0,0,0
Complete,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife, Yuri",0,0,0,0,0,0,0,Haitoku no Finale,0,0,0,Manga,,http://www.mangaupdates.com/series.html?id=118513,1,1,0
Ongoing,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Shounen",0,0,0,0,0,0,0,Hajimete no Gal,1,0,0,Manga,5,http://www.mangaupdates.com/series.html?id=127842,1,0,0
Ongoing,0,0,1,1,1,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Action, Comedy, Harem, Romance, Scifi, Seinen, Supernatural",0,0,0,1,1,0,0,Haiyore! Nyaruko-san,0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=64510,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Haha to Ane to Boku to,0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=36173,0,1,0
Ongoing,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,"Action, Adventure, Drama, Fantasy, Harem, Romance, Shounen",1,0,0,1,0,0,1,Haken no Kouki Altina,1,0,0,Manga,4,http://www.mangaupdates.com/series.html?id=118987,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Mature, Romance, Seinen, Supernatural",0,1,0,1,1,0,1,Hagure Yuusha no Kichiku Bigaku,0,0,0,:,3,http://www.mangaupdates.com/series.html?id=74250,0,0,0
Ongoing,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,1,0,0,0,"Adult, Comedy, Ecchi, Harem, Seinen, Supernatural",0,0,0,0,1,0,0,Hadacamera,0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=140798,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, SchoolLife, Shoujo",0,0,0,0,0,0,0,Hadaka no Ouji-sama - Love Kingdom,0,0,0,Manga,3,http://www.mangaupdates.com/series.html?id=13308,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife",0,0,0,0,0,0,0,H-Ero - Sei no Kyoushitsu,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=108506,1,1,0
Ongoing,0,0,1,0,0,1,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,"Action, Adventure, Comedy, Drama, Fantasy, Harem, Romance, Shounen",1,0,0,1,0,0,1,"Hachinan tte, Sore wa Nai Deshou!",1,0,0,He then learned that he was inside a 6 years-old boy and had taken over his mind.,4,http://www.mangaupdates.com/series.html?id=121839,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Comedy, Drama, Harem, Romance, SchoolLife, Shounen, Supernatural",1,0,0,0,0,0,0,H₂O - Footprints in the Sand,1,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=16792,1,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai, SchoolLife",0,0,0,0,0,0,0,H Sketch!,0,0,0,3. Kuroi 3-nensei,1,http://www.mangaupdates.com/series.html?id=127706,1,1,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Romance",0,0,0,0,0,0,0,Hachijo!,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=47224,0,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Comedy, Harem, Romance, SchoolLife, Shoujo",0,0,0,0,0,0,0,H³ School!,0,0,0,What happens when an all-girls' high school reigning tomboy finds out her school is about to be filled with boys!?,5,http://www.mangaupdates.com/series.html?id=880,1,0,0
Complete,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Seinen, Yuri",0,0,0,0,1,0,0,H ni Kiss Shite!,0,0,0,Manga,6,http://www.mangaupdates.com/series.html?id=39752,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,H Shimakuri!,0,0,0,Manga,1,http://www.mangaupdates.com/series.html?id=27068,0,1,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Comedy, Harem, Hentai, Romance",0,0,0,0,0,0,0,H Milk,0,0,0,2-3. Otanetsuke,1,http://www.mangaupdates.com/series.html?id=122657,0,1,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Comedy, Drama, Harem, Romance, SchoolLife, Shounen",1,0,0,0,0,0,0,"Gyarugewe no Sekai yo, Youkoso!",1,0,0,"Takenori inserts his favorite Dating Sim ""Eternal Innocence"" and after strange things he mistakens for a dream, wakes up - to find that all the heroines from Eternal Innocence have come to life in his usual surroundings!",2,http://www.mangaupdates.com/series.html?id=52303,1,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Action, Drama, Ecchi, Harem, Mature, Romance, SchoolLife, Shounen",1,1,0,1,0,0,0,Gun x Clover,1,0,0,Manga,12,http://www.mangaupdates.com/series.html?id=77394,1,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Action, Ecchi, Fantasy, Harem, Romance, Shounen",0,0,0,1,0,0,0,H + P,1,0,0,:,2,http://www.mangaupdates.com/series.html?id=63268,0,0,0
Ongoing,0,0,1,0,0,1,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Romance, Shounen",0,0,0,1,0,0,1,"Gunota ga Mahou Sekai ni Tensei Shitara, Gendai Heiki de Guntai Harem o Tsukucchaimashita!?",1,0,0,Manga,5,http://www.mangaupdates.com/series.html?id=123074,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Josei, Smut",0,0,0,0,0,0,0,Gyaku Harem,0,0,0,,1,http://www.mangaupdates.com/series.html?id=133058,0,0,0
Complete,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,"Harem, Mecha, Romance, Scifi, Seinen",0,0,0,0,1,0,0,Gun Knight Girl,0,0,1,Manga,1,http://www.mangaupdates.com/series.html?id=103685,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,"Adult, Harem, Hentai",0,0,0,0,0,0,0,Gun Tribe,0,0,0,Manga,2,http://www.mangaupdates.com/series.html?id=42071,0,1,0
Complete,0,0,1,0,1,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Action, Comedy, Ecchi, Harem, Romance, SchoolLife, Scifi, Shounen",0,0,0,1,0,0,0,Guardian Hearts,1,0,0,Manga,8,http://www.mangaupdates.com/series.html?id=7684,1,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,1,0,0,"Action, Drama, Ecchi, Harem, Mystery, Romance, SchoolLife, Seinen",1,0,0,1,1,0,0,Grisaia no Rakuen - Sanctuary Fellows,0,0,0,"How much a group of students can do in the face of countries and organizations far bigger than any individual could hope to be remains to be seen. In the first place, Yuuji's position is far more complicated than any of them could have imagined, as he finds himself embroiled in an elaborate game of super-political chess revolving around both himself and an inconceivable new system slumbering in the depths of CIRS—a system that Yuuji may have more of a connection to than he thinks. One thing is for certain, though—the girls of Mihama are no longer willing to let the world steal things away from them without at least a bit of resistance first. And with help from a mysterious individual known only as Thanatos, they may just achieve their goal...",1,http://www.mangaupdates.com/series.html?id=121589,1,0,0
Complete,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,"Harem, Shoujo, Supernatural",0,0,0,0,0,0,0,Grace Door,0,0,0,series:,2,http://www.mangaupdates.com/series.html?id=37741,0,0,0
Complete,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,"Action, Drama, Harem, Mystery, SchoolLife, Seinen",1,0,0,1,1,0,0,Grisaia no Meikyuu - Sanctuary Fellows,0,0,0,"The action resumes with Yuuji in a meeting with JB at ""corporate HQ,"" discussing the documents he submitted for review as a part of the promotion process—said documents pertaining to none other than Yuuji's own past. Meanwhile, back at the dorm, the girls find themselves unwittingly following along after Sachi and Makina restore the shredded rough draft of said documents.",1,http://www.mangaupdates.com/series.html?id=122379,1,0,0
Complete,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,"Comedy, Drama, Harem, Mystery, Romance, Shounen",1,0,0,0,0,0,0,Grisaia no Kajitsu - L'oiseau bleu,1,0,0,"Whatever the circumstances behind its establishment, Mihama Academy is at present home to five female students, all with their own reasons for ""enrollment."" For better or worse, each girl has established a routine obliging of her current situation; life moves at an idle, yet accommodating pace within the walls of Mihama.",3,http://www.mangaupdates.com/series.html?id=109048,0,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Romance, SchoolLife, Shounen, Supernatural",0,0,0,0,0,0,0,Goshuushou-sama Ninomiya-kun,1,0,0,Manga,4,http://www.mangaupdates.com/series.html?id=13952,1,0,0
Complete,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,"Comedy, Ecchi, Harem, Mature, Romance, SchoolLife, Seinen, Supernatural",0,1,0,0,1,0,0,Gou-Dere Bishoujo Nagihara Sora,0,0,0,:,"4,1",http://www.mangaupdates.com/series.html?id=42858,1,0,0
Complete,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,0,"Action, Adult, Drama, Harem, Mature, Mystery, Romance, SchoolLife, Seinen",1,1,0,1,1,0,0,Grisaia no Kajitsu - Sanctuary Fellows,0,0,0,"Whatever the circumstances behind its establishment, Mihama Academy is at present home to five female students, all with their own reasons for ""enrollment."" For better or worse, each girl has established a routine obliging of her current situation; life moves at an idle, yet accommodating pace within the walls of Mihama.",4,http://www.mangaupdates.com/series.html?id=93176,1,0,0
